work_id,label
bachjs-bwv1001-bwv-1001-1-bwv-1001-1,unaccompanied_string
bachjs-bwv1001-bwv-1001-2-bwv-1001-2,unaccompanied_string
bachjs-bwv1001-bwv-1001-3-bwv-1001-3,unaccompanied_string
bachjs-bwv1001-bwv-1001-4-bwv-1001-4,unaccompanied_string
bachjs-bwv1002-partita-1-lys-1-cello,unaccompanied_string
bachjs-bwv1002-partita-1-lys-1-viola,unaccompanied_string
bachjs-bwv1002-partita-1-lys-1-violin,unaccompanied_string
bachjs-bwv1002-partita-1-lys-2-cello,unaccompanied_string
bachjs-bwv1002-partita-1-lys-2-viola,unaccompanied_string
bachjs-bwv1002-partita-1-lys-2-violin,unaccompanied_string
bachjs-bwv1002-partita-1-lys-3-cello,unaccompanied_string
bachjs-bwv1002-partita-1-lys-3-viola,unaccompanied_string
bachjs-bwv1002-partita-1-lys-3-violin,unaccompanied_string
bachjs-bwv1002-partita-1-lys-4-cello,unaccompanied_string
bachjs-bwv1002-partita-1-lys-4-viola,unaccompanied_string
bachjs-bwv1002-partita-1-lys-4-violin,unaccompanied_string
bachjs-bwv1002-partita-1-lys-5-cello,unaccompanied_string
bachjs-bwv1002-partita-1-lys-5-viola,unaccompanied_string
bachjs-bwv1002-partita-1-lys-5-violin,unaccompanied_string
bachjs-bwv1002-partita-1-lys-6-cello,unaccompanied_string
bachjs-bwv1002-partita-1-lys-6-viola,unaccompanied_string
bachjs-bwv1002-partita-1-lys-6-violin,unaccompanied_string
bachjs-bwv1002-partita-1-lys-7-cello,unaccompanied_string
bachjs-bwv1002-partita-1-lys-7-viola,unaccompanied_string
bachjs-bwv1002-partita-1-lys-7-violin,unaccompanied_string
bachjs-bwv1002-partita-1-lys-8-cello,unaccompanied_string
bachjs-bwv1002-partita-1-lys-8-viola,unaccompanied_string
bachjs-bwv1002-partita-1-lys-8-violin,unaccompanied_string
bachjs-bwv1003-bwv-1003-1-bwv-1003-1,unaccompanied_string
bachjs-bwv1003-bwv-1003-2-bwv-1003-2,unaccompanied_string
bachjs-bwv1003-bwv-1003-3-bwv-1003-3,unaccompanied_string
bachjs-bwv1003-bwv-1003-4-bwv-1003-4,unaccompanied_string
bachjs-bwv1004-bwv-1004-1-bwv-1004-1,unaccompanied_string
bachjs-bwv1004-bwv-1004-2-bwv-1004-2,unaccompanied_string
bachjs-bwv1004-bwv-1004-4-giga-bwv-1004-4-giga,unaccompanied_string
bachjs-bwv1004-bwv-1004-5-bwv-1004-5,unaccompanied_string
bachjs-bwv1005-bwv-1005-1-bwv-1005-1,unaccompanied_string
bachjs-bwv1005-bwv-1005-2-bwv-1005-2,unaccompanied_string
bachjs-bwv1005-bwv-1005-3-bwv-1005-3,unaccompanied_string
bachjs-bwv1005-bwv-1005-4-bwv-1005-4,unaccompanied_string
bachjs-bwv1006-bwv-1006-1-bwv-1006-1,unaccompanied_string
bachjs-bwv1006-bwv-1006-2-bwv-1006-2,unaccompanied_string
bachjs-bwv1006-bwv-1006-3-bwv-1006-3,unaccompanied_string
bachjs-bwv1006-bwv-1006-4-bwv-1006-4,unaccompanied_string
bachjs-bwv1006-bwv-1006-5-bwv-1006-5,unaccompanied_string
bachjs-bwv1006-bwv-1006-6-bwv-1006-6,unaccompanied_string
bachjs-bwv1006-bwv-1006-7-bwv-1006-7,unaccompanied_string
bachjs-bwv1006a-bwv-1006a-1-bwv-1006a-1,solo_keyboard_piano
bachjs-bwv1006a-bwv-1006a-1g-bwv-1006a-1g,unaccompanied_string
bachjs-bwv1006a-bwv-1006a-2-bwv-1006a-2,solo_keyboard_piano
bachjs-bwv1006a-bwv-1006a-2g-bwv-1006a-2g,unaccompanied_string
bachjs-bwv1006a-bwv-1006a-3-bwv-1006a-3,solo_keyboard_piano
bachjs-bwv1006a-bwv-1006a-3g-bwv-1006a-3g,unaccompanied_string
bachjs-bwv1006a-bwv-1006a-4-bwv-1006a-4,solo_keyboard_piano
bachjs-bwv1006a-bwv-1006a-4g-bwv-1006a-4g,unaccompanied_string
bachjs-bwv1006a-bwv-1006a-5-bwv-1006a-5,solo_keyboard_piano
bachjs-bwv1006a-bwv-1006a-5g-bwv-1006a-5g,unaccompanied_string
bachjs-bwv1006a-bwv-1006a-6-bwv-1006a-6,solo_keyboard_piano
bachjs-bwv1006a-bwv-1006a-6g-bwv-1006a-6g,unaccompanied_string
bachjs-bwv1006a-bwv-1006a-7-bwv-1006a-7,solo_keyboard_piano
bachjs-bwv1006a-bwv-1006a-7g-bwv-1006a-7g,unaccompanied_string
bachjs-bwv1007-bwv1007-lys-bwv1007-viola,unaccompanied_string
bachjs-bwv1007-bwv1007-lys-bwv1007,unaccompanied_string
bachjs-bwv1008-bwv1008-lys-bwv1008,unaccompanied_string
bachjs-bwv1009-cellosuite3-lys-bwv1009-viola,unaccompanied_string
bachjs-bwv1009-cellosuite3-lys-cellosuite3,unaccompanied_string
bachjs-bwv1010-bwv1010-lys-bwv1010-viola,unaccompanied_string
bachjs-bwv1010-bwv1010-lys-bwv1010,unaccompanied_string
